,movieId,plot
213,249,"The life and death of the legendary Ludwig van Beethoven. Besides all the work he is known for, the composer once wrote a famous love letter to a nameless beloved, and the movie tries to find out who this beloved was--not easy, as Beethoven has had many women in his life.::Smoothhoney1265"
214,250,"Plump kids are lured into joining a posh fat camp with the promise of quick weight loss and good times, only to find that the facility is a woodland hellhole run by a psycho ex-fitness instructor."
215,251,"An American businessman visiting Nagoya, Japan, meets a woman in a hotel bar. Returning to her room, 3 ninjas kill her and wound him, but he sees the ninja boss' face. Now, he's the prime target of a dangerous ninja cult."
216,252,"A mechanic romances the mathematician niece of physicist Albert Einstein, with help from him and his friends."
217,253,"A vampire tells his epic life story: love, betrayal, loneliness, and hunger."
218,254,Widower Thomas Jefferson (3rd US president 1801-09) lives in Paris 1785-90 with his daughter. He has a pretty slave girl accompany his other daughter to France. He has an alleged affair with her resulting in children.
219,255,A hilarious prank phone call pushes the buttons of an angry mob boss.
220,256,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body."
221,257,A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.
222,258,A Little League player is sent back into medieval times where he is given the task of saving Camelot.
223,259,A reformed convict goes undercover with the help of an angry detective to ensnare a psychotic mobster.
224,260,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader."
225,261,The March sisters live and grow in post-Civil War America.
226,262,A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.
227,263,"This Ken Loach docu-drama relates the story of a British woman's fight with Social Services over the care of her children. Maggie has a history of bouncing from one abusive relationship to another. She has four children, of four different fathers, who came to the attention of Social Services when they were injured in a fire. Subsequently, Maggie was found to be an ""unfit mother"" and her children were removed from her care. She finally meets the man of her dreams, a Paraguayan expatriate, and they start a family together. Unfortunately, Social Services seems unwilling to accept that her life has changed and rends them from their new children. She and Jorge together, and separately, fight Social Services, Immigration, and other government bureaucrats in a desperate battle to make their family whole again.::Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>"
228,265,"When tradition prevents her from marrying the man she loves, a young woman discovers she has a unique talent for cooking."
229,266,"In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war."
230,267,A recently discharged Major finds himself commanding a group of mismatched Cadets.
231,269,"Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While their dispute escalates towards violence, the violence of the world around them soon also impacts their lives.::Reid Gagle"
232,270,"Two people meet on a flight to Sydney. Although both are engaged to others, they fall in love during their evacuation after a forced landing, and agree to meet in New York City three months later if the attraction lasts."
233,271,"The biological and adoptive mothers of a young boy are involved in a bitter, controversial custody battle."
234,272,"When King George III goes mad, his Lieutenants try to adjust the rules to run the country without his participation."
235,273,"When the brilliant but unorthodox scientist Dr. Victor Frankenstein rejects the artificial man that he has created, the Creature escapes and later swears revenge."
236,274,"A young boy refuses to accept his mother's new boyfriend, a lawyer, despite the man's attempts to win his respect. Meanwhile, disgruntled relative of a criminal he prosecuted seek revenge."
237,275,The events focus around a crisis hotline business on one crazy night during the Christmas holidays.
238,276,"A group of young boys befriend a prostitute named, V."
239,277,A lawyer and a little girl must prove that a man claiming to be Santa Claus is the real thing.
240,278,"Gwyn begins doubting her ""yes"" to Matt's wedding proposal, when she hears about her parents' and brother's adultery."
241,279,A man makes his way from Mexico to Los Angeles in the 1920s and gets married and raises a big family there. The movie follows the children until they get married and start their families in the 1960s.
242,280,An eager and idealistic young attorney defends an Alcatraz prisoner accused of murdering a fellow inmate. The extenuating circumstances: his client had just spent over three years in solitary confinement.
